Country Name,Series Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Afghanistan,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,2.495,,,,1.692,,7.915,,,11.184,,,11.71,5.679,,
Afghanistan,Poverty headcount ratio at national poverty lines (% of population),,,,,,33.7,,,,38.3,,,,,54.5,,,,,,,
Albania,GDP (constant 2015 US$),6857139117,7236245480,7635300387,8057259479,8532852034,9043394715,9721653066,10047745439,10420209148,10685445792,10836884503,10945471987,11139693789,11386853113,11764325094,12211675170,12702504600,12967696313,12539492342,13656576506,14319794713,14812273861
Albania,Trade (% of GDP),68.52506822,67.02056104,67.04718731,70.87234678,74.26709024,83.20208011,77.4517515,75.0949144,76.54339024,81.21856893,76.51020062,75.87371385,75.4078456,71.80100634,74.80986282,78.19424953,76.80818413,76.27919465,59.82972943,76.01798211,85.14968052,84.53829068
Albania,"Foreign direct investment, net inflows (% of GDP)",3.104827074,3.172708178,4.750174509,3.259767692,3.654851343,6.108979662,9.682070855,11.17064325,9.138131244,8.135336135,7.451354955,9.816284582,8.693038722,8.690533943,8.805091978,7.855448267,7.9463557,7.797920484,7.055092209,6.796140804,7.619755885,7.026168077
Albania,"Foreign direct investment, net outflows (% of GDP)",,,0.189345822,0.050440697,0.11802958,0.045988297,2.84081762,3.276700734,0.388922738,1.567712032,0.675158798,0.22267565,0.571867614,0.696509873,0.059342794,-0.815502052,-0.02977837,0.259559263,0.330403484,0.278527584,1.012411865,1.153911033
Albania,"Tariff rate, applied, simple mean, all products (%)",8.39,8.19,7.3,6.34,6.35,5.67,2.44,5.71,5.78,2.15,1.65,1.67,1.25,1.24,1.44,1.22,1.47,1.47,1.45,1.61,,
Albania,Commercial service exports (current US$),549180000,720922115.8,1094524922,1256252082,1623045575,2082535789,2677915629,2588571507,2533319513,2775015185,2383311212,2242401829,2454836021,2206245782,2610452794,3194976027,3574339200,3742722415,2468262427,4053459664,4962202704,7141654838
Albania,Commercial service imports (current US$),561220000,734046734.4,991371082.3,1317703231,1540767225,1891817206,2353546442,2215664355,1986609955,2235344961,1859978911,1920457515,2029284090,1644064605,1710864725,1899275995,2193217131,2301320299,1253910541,1916862353,2466384901,3437411166
Albania,Merchandise exports (current US$),340000000,448000000,605000000,659000000,790000000,1079000000,1027000000,1091000000,1544000000,1947000000,1967000000,2339000000,2429000000,1917000000,1959000000,2292000000,2870000000,2716000000,2506000000,3559000000,4309000000,4324000000
Albania,Merchandise imports (current US$),1504000000,1864000000,2309000000,2619000000,3060000000,4191000000,5575000000,4553000000,4406000000,5383000000,4879000000,4920000000,5222000000,4302000000,4613000000,5271000000,5925000000,5897000000,5570000000,7718000000,8399000000,8613000000
Albania,GDP per capita (constant 2015 US$),2247.49808,2380.644621,2522.449374,2675.508637,2851.367759,3044.896617,3298.478908,3432.170872,3577.114325,3678.047701,3736.34008,3780.699193,3855.760744,3952.803574,4090.372728,4249.820049,4431.555595,4543.38771,4418.660874,4857.111942,5155.29086,5394.18241
Albania,Gini index,31.7,,,30.6,,,30,,,,29,,34.6,32.8,33.7,33.1,30.1,30.1,29.4,,,
Albania,"Agriculture, forestry, and fishing, value added (% of GDP)",22.02511409,21.97825708,20.53748631,18.84530872,17.70835362,17.15361957,16.83705384,16.7943836,17.9558664,18.2267896,18.76680189,19.56515781,19.99018136,19.78021442,19.84999447,19.02212664,18.4294953,18.38933234,19.22522271,18.35812525,18.62282145,18.26698386
Albania,"Industry (including construction), value added (% of GDP)",23.1063696,24.05560851,24.66556227,25.08160659,25.30802592,25.34033192,25.16101033,24.41377839,24.93746193,24.48447822,22.91855334,23.06131685,21.50884574,21.763681,21.14196535,20.35840836,21.27941019,20.61965488,20.1145302,20.74698491,21.39440615,21.15616434
Albania,"Services, value added (% of GDP)",43.77651541,41.91147612,42.58041689,43.55447838,43.5234063,44.63982401,44.69915127,45.31722054,44.02558797,44.25637233,44.954686,44.6069895,45.78239166,46.28444259,46.69716852,47.96955581,47.75562787,48.40730093,48.34772657,47.86323135,47.35096353,48.00011129
Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),48.14332799,47.9953407,47.60078757,46.96271842,46.35776043,45.49346207,44.65603252,44.05163492,42.08440843,45.38802197,45.99563111,44.19802676,42.25706281,41.28352526,40.04085241,38.07834614,37.28573248,36.41685559,36.19074425,35.640848,34.9267183,
Albania,Employment in industry (% of total employment) (modeled ILO estimate),14.25140148,14.08322186,15.10596798,15.12808837,15.33001197,16.46580497,17.77791464,19.94069559,20.59283929,18.86459512,17.27525336,16.87795578,17.7400567,18.66981887,19.37980985,19.38128003,19.74565984,20.15066636,20.62804688,21.17753018,21.40014483,
Albania,Employment in services (% of total employment) (modeled ILO estimate),37.60527053,37.92143743,37.29324445,37.90928652,38.31232208,38.04073296,37.56614759,36.0076695,37.32275228,35.74729956,36.72911553,38.92401746,40.0028805,40.04665587,40.57933774,42.54037382,42.96860768,43.43247805,43.18120887,43.18162182,43.67313687,
Albania,Exports of goods and services (constant LCU),1.27E+11,1.42E+11,1.68E+11,2.09E+11,2.45E+11,2.91E+11,2.78E+11,2.91E+11,3.47E+11,3.70E+11,3.71E+11,3.77E+11,3.81E+11,3.85E+11,4.29E+11,4.85E+11,5.05E+11,5.18E+11,3.74E+11,5.69E+11,6.11E+11,6.73E+11
Albania,Imports of goods and services (constant 2015 US$),2911351292,3060633997,3312102458,3848504250,4183559919,4994571427,5175494087,5116480733,5087165878,5401871760,5040262504,5007821894,5221094596,5070977347,5421895139,5874938592,6015758751,6153498070,4935758285,6488118484,7340227424,7437909644
Albania,External balance on goods and services (% of GDP),-26.63383588,-25.32578814,-22.61206579,-24.84636448,-23.84787478,-26.70634927,-26.84691526,-24.61341718,-20.58451976,-22.73549465,-18.6352251,-18.04108357,-18.98184268,-17.26622404,-16.85406447,-15.05465291,-13.6642753,-13.67065487,-14.5141502,-13.39966059,-10.35883611,-5.29149867
Albania,Agricultural raw materials exports (% of merchandise exports),6.516126591,5.143025786,4.4909842,13.94427202,13.11936084,3.384378147,7.650853346,2.987539829,2.42005371,2.602337127,2.485838813,2.336270328,1.272659032,2.305902254,2.404998173,0.489953213,0.325400218,0.492667264,0.565251251,0.468064114,0.229068655,
Albania,Agricultural raw materials imports (% of merchandise imports),0.965784257,1.000180619,1.071021385,1.108976341,1.190219206,0.933264645,0.839775847,0.997295222,1.003346441,0.952701238,0.908226295,0.966432041,0.644994495,0.862938518,0.980008778,0.904116541,0.682219683,0.875030254,0.973133993,0.768459185,0.249995026,
Albania,Fuel exports (% of merchandise exports),2.009642961,1.029738468,2.627726012,8.623200527,13.68709309,7.451608463,21.77781338,11.59607804,17.9566359,21.18442421,26.58866493,30.99413805,1.567523321,8.80663865,11.17506232,0.8240851,1.662666217,0.602741339,0.905736427,0.023914512,0.408202317,
Albania,Fuel imports (% of merchandise imports),9.045172451,8.593032167,7.688564716,8.954849829,12.21311832,14.64313629,16.00769617,11.78497668,13.80373846,17.57235117,19.91997816,17.18019243,8.142689609,9.596198914,7.251881577,4.905699225,4.463719347,8.110387523,6.892292752,6.743272739,0.261612689,
Albania,Food exports (% of merchandise exports),3.564582013,5.629011284,5.79731261,9.7645892,7.944459749,5.304402746,4.33398175,5.669017116,4.507306881,4.159601434,4.622734902,4.548026108,3.002909121,5.643204787,8.26601587,9.686589353,9.074720399,10.37573959,13.60451254,10.85344238,8.765135906,
Albania,Food imports (% of merchandise imports),20.17252985,19.62560296,19.26418658,16.24302618,19.96638621,16.43449067,16.432549,17.08738954,17.94665115,16.63100462,17.30688598,17.72098657,10.32655575,14.49735687,14.14975076,14.85809887,14.04358733,14.94711653,16.36732972,14.26467287,11.66333516,
Albania,Manufactures exports (% of merchandise exports),84.47323445,84.10303672,81.53093833,43.52715365,27.38474075,70.2839049,33.37696237,70.09830885,62.00264189,60.0204007,55.15624059,52.24290097,31.35999302,52.66488283,66.27990223,54.94920143,46.02780732,50.19914238,55.1793361,42.7204474,34.51378072,
Albania,Manufactures imports (% of merchandise imports),67.86384882,69.03429757,70.2933327,71.31198493,64.12096949,65.1285861,63.369919,67.62048174,63.57509186,60.67982619,59.02647946,61.49608846,37.3435489,58.56747452,58.29557356,51.04043689,47.51144109,50.65936166,61.5314824,50.91565524,19.8343994,
Albania,Ores and metals exports (% of merchandise exports),3.43255984,4.095187299,5.553039184,24.14078258,37.86434557,13.55699109,32.5786009,9.552551749,12.81609803,11.89920633,10.91183284,9.780600571,4.582160102,7.545842633,8.805332575,5.05918674,2.027733321,3.10433628,4.086855999,2.474543059,0.061390174,
Albania,Ores and metals imports (% of merchandise imports),1.950461232,1.746850051,1.679684655,2.381141155,2.509246273,2.860520407,2.517775705,2.447482197,3.610029123,4.099226965,2.75573253,2.583276713,0.509983988,1.879049097,1.287469104,0.456069612,0.399632625,0.481852111,1.131150946,0.783803251,0.250177188,
Albania,"Computer, communications and other services (% of commercial service exports)",5.903346808,14.71596039,22.23461437,20.24488789,25.75758863,23.83472597,25.06949621,18.28666948,26.37618007,28.98938568,26.42058237,22.44307621,22.26983556,23.84840796,27.03558961,30.50549517,29.85075758,29.99539733,45.0203007,33.73955133,28.94591877,25.23681812
Albania,"Computer, communications and other services (% of commercial service imports)",3.134243256,8.476781381,11.51774289,19.50306626,17.52013662,15.18652825,12.65173433,8.838924988,10.9761181,8.133430018,7.874644485,9.948117215,8.924220198,9.887975058,10.3211949,10.21313525,9.164979046,9.855713357,19.42509754,16.37791245,8.727839447,9.809019525
Albania,Insurance and financial services (% of commercial service exports),1.979314615,3.293301901,1.592426727,1.728510508,1.814226331,2.371627909,2.791728506,0.934536592,0.181790752,0.655180246,0.63279918,0.562098462,0.634986714,0.257612383,0.369033468,0.274922796,0.444575249,0.509182657,0.790200728,0.382506321,0.787975407,0.659958724
Albania,Insurance and financial services (% of commercial service imports),8.98043548,3.596362591,3.174985292,3.640153688,3.642349927,4.791160569,6.375048177,4.872028311,4.631395058,4.75321276,5.397835671,1.590745108,1.545782593,3.205936345,2.214223791,2.517540605,2.757958502,2.37476457,3.343007967,3.610368452,3.316213395,4.292150542
Albania,Transport services (% of commercial service exports),3.461524455,9.571294967,8.99210222,10.05298762,10.0700568,7.608704532,8.112100073,10.15017113,9.855882236,11.53890503,11.55439293,11.29231477,7.852674558,7.929926782,7.754477865,8.397777197,8.55416011,7.278728549,8.239104959,10.19568084,10.67408631,10.81208845
Albania,Transport services (% of commercial service imports),22.76647304,21.30190276,20.59733508,17.19803125,16.2322215,12.9933752,14.88536941,14.73513819,15.94095324,17.10629211,17.7007913,11.4301162,11.16294566,11.624771,13.69548896,11.81809787,11.50719845,10.87175029,16.4164461,14.01902668,12.83077703,12.38471978
Albania,Travel services (% of commercial service exports),88.65581412,72.41944274,67.18085669,67.97361399,62.35812824,66.18494159,64.02667521,70.6286228,63.58614695,58.81652904,61.39222552,65.70251056,69.24250317,67.96405288,64.84089905,60.82180484,61.15050706,62.21669147,45.95039361,55.68226151,59.59201951,63.29113471
Albania,Travel services (% of commercial service imports),65.11884822,66.62495327,64.70993674,59.6587488,62.60529196,67.02893598,66.08784807,71.55390851,68.4515336,70.00706511,69.02672855,77.03102147,78.36705155,75.2813176,73.76909235,75.45122628,76.569864,76.89777179,60.81544839,65.99269241,75.12517013,73.51411015
Albania,"Unemployment, total (% of total labor force) (national estimate)",4.615,15,14.4,6.566,13.8,15.966,13.06,13.674,14.086,13.481,13.376,15.866,18.055,17.193,15.418,13.616,12.304,11.466,11.69,11.474,,
Albania,Poverty headcount ratio at national poverty lines (% of population),25.4,,,18.5,,,,,,,,,,,23.7,23.4,23,21.8,22,,,
Algeria,GDP (constant 2015 US$),1.19E+11,1.27E+11,1.33E+11,1.40E+11,1.44E+11,1.48E+11,1.52E+11,1.54E+11,1.61E+11,1.66E+11,1.70E+11,1.75E+11,1.82E+11,1.87E+11,1.95E+11,1.98E+11,2.00E+11,2.02E+11,1.92E+11,1.99E+11,2.07E+11,2.15E+11
Algeria,Trade (% of GDP),56.58960528,57.7691353,61.35799757,66.84046022,65.91529197,67.54547339,71.02849225,64.28475472,63.49121599,62.22008996,60.75763933,59.15100816,56.92354197,53.20462259,49.76093279,49.82081617,52.43616768,46.50684261,40.38975656,47.27090301,51.84120679,46.19589387
Algeria,"Foreign direct investment, net inflows (% of GDP)",1.731188975,0.868036712,0.962586876,1.07990333,1.495723352,1.183818154,1.462773446,1.827421647,1.293904675,1.177673291,0.660551954,0.736559065,0.628688968,-0.286832291,0.906300706,0.647902696,0.753576089,0.713947308,0.693816015,0.466642751,0.106407629,0.50678583
Algeria,"Foreign direct investment, net outflows (% of GDP)",0.160234466,0.038540769,0.267043826,0.051379484,0.064183675,0.103164364,0.176208886,0.142647041,0.123313555,0.244543996,-0.018244906,-0.118305028,-0.007772136,0.053933658,0.025746788,-0.004511473,0.434948356,0.016100739,0.008858539,-0.0277991,0.037500508,0.034828972
Algeria,"Tariff rate, applied, simple mean, all products (%)",19.01,18.36,,16.33,16.03,16.27,16.18,14.23,,,,,12.24,12.26,12.24,12.32,12.47,12.49,12.52,12.83,,
Algeria,Commercial service exports (current US$),,,,2466000000,2512000000,2786733277,3412420654,2744716107,3441921707,3527066211,3570235658,3701085660,3476763489,3394622099,3142093127,3023719122,3224527047,3067328899,2936841620,3160065960,3487686685,3747435924
Algeria,Commercial service imports (current US$),,,,4542000000,4533000000,6357795646,10484250655,11158764683,11489013635,12034434292,10469965825,10275706652,11242734669,10515018740,10394480707,10792752175,11429525985,9432716817,7149010861,6429761985,7320585023,8030218081
Algeria,Merchandise exports (current US$),18799000000,23163000000,31304000000,46002000000,54613000000,60163000000,79298000000,45174000000,57053000000,73489000000,71866000000,64974000000,60061000000,34668000000,30026000000,35191000000,41797000000,35312000000,21932000000,38637000000,65718000000,51799000000
Algeria,Merchandise imports (current US$),11969000000,12380000000,18169000000,20357000000,21456000000,27631000000,39479000000,39294000000,40473000000,47247000000,50378000000,55028000000,58580000000,51702000000,47089000000,46059000000,46330000000,44632000000,35547000000,37466000000,38868000000,41849000000
Algeria,GDP per capita (constant 2015 US$),3769.636743,3960.661482,4081.053662,4243.153896,4303.733578,4365.501344,4398.818288,4372.371178,4497.861365,4545.677998,4565.200327,4592.67657,4687.288575,4741.49977,4829.185829,4806.631255,4782.034707,4737.129774,4422.979472,4515.573999,4602.575608,4717.399329
Algeria,Gini index,,,,,,,,,,27.6,,,,,,,,,,,,
Algeria,"Agriculture, forestry, and fishing, value added (% of GDP)",8.413026448,8.456719507,7.722174034,6.55927137,6.366002714,6.326018784,5.54975092,8.011217415,7.531715615,7.083525122,8.026971674,9.120074642,9.407074409,10.5327897,11.06831305,11.03188093,11.24383014,11.47917989,12.83416939,11.23340263,10.61686365,13.15335871
Algeria,"Industry (including construction), value added (% of GDP)",39.76671454,42.04010158,44.98146332,48.50683601,50.8913842,50.37171688,51.61617121,42.01288021,45.24319464,44.9869856,43.19505491,39.74385437,38.56141383,32.75650093,32.20516405,33.47669495,35.34325861,33.57432118,30.02358038,36.3169164,43.06079322,37.99855873
Algeria,"Services, value added (% of GDP)",44.68455971,43.00003622,41.31848587,39.52340017,38.36959713,39.71432713,39.57355446,46.1374615,43.60240326,44.65130518,44.91149405,46.79336637,47.90360223,52.11037117,52.39399052,51.22213935,49.42614447,50.4800694,52.8041887,48.48399268,42.7549555,45.05765742
Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),21.70729537,21.72202609,21.34047526,19.59349189,18.01701358,16.38002075,14.82980164,13.35572701,12.00620713,10.77196019,10.75502705,10.75329468,9.746313976,8.834766885,8.535154617,10.16129029,10.09212698,9.798441555,10.0237909,10.03309842,9.743230159,
Algeria,Employment in industry (% of total employment) (modeled ILO estimate),24.804987,24.68083927,26.78453876,27.56190588,28.12663091,28.76392609,29.27809384,29.82393754,30.37923042,30.85737509,30.49006564,30.1393749,30.96356572,31.23106185,31.37365664,30.98251629,30.84750658,30.84207628,30.84313998,30.9429144,30.85099849,
Algeria,Employment in services (% of total employment) (modeled ILO estimate),53.48771763,53.59713464,51.87498598,52.84459033,53.8563442,54.85605316,55.89210452,56.8203249,57.6145727,58.37065469,58.75491726,59.10733042,59.29011043,59.93416164,60.09118875,58.85619342,59.06036644,59.35948217,59.13306913,59.02398718,59.40577135,
Algeria,Exports of goods and services (constant LCU),5.61E+12,6.03E+12,6.22E+12,6.59E+12,6.47E+12,6.46E+12,6.32E+12,5.72E+12,5.68E+12,5.53E+12,5.32E+12,5.02E+12,5.03E+12,5.06E+12,5.41E+12,5.17E+12,5.00E+12,4.71E+12,4.14E+12,4.61E+12,4.62E+12,4.77E+12
Algeria,Imports of goods and services (constant 2015 US$),24692869443,25976898654,29016195796,30844216131,30227331809,33461656312,38380519790,42448854888,44698644197,42463711987,48196313105,52919551789,57311874588,61266393934,59428402116,55090128762,52886523611,49131580435,41270527565,39413353825,39334527117,46965425378
Algeria,External balance on goods and services (% of GDP),9.684722914,13.56899175,15.42792135,21.90210558,25.61297657,21.89483794,20.26587136,0.887257818,6.485243237,9.756082858,8.007944669,2.447721701,-1.684569226,-12.14833923,-12.78755685,-9.153457137,-5.5899562,-5.690958709,-9.319354339,0.494112627,11.05250483,4.139147769
Algeria,Agricultural raw materials exports (% of merchandise exports),0.015641668,0.024027455,0.010063207,0.004355799,0.006964886,0.005570151,0.006630881,0.007413856,0.015785597,0.024537213,0.009902882,0.012085987,0.01840185,0.028116734,0.035067563,0.050556508,,,,,,
Algeria,Agricultural raw materials imports (% of merchandise imports),2.115771112,2.412313926,1.909949157,1.697917904,2.080846494,2.279388781,1.623399055,1.478355499,1.626765803,1.538686354,1.501983324,1.461473571,1.582524728,1.45755905,1.421907662,1.064179386,,,,,,
Algeria,Fuel exports (% of merchandise exports),96.85256311,98.04184968,98.15810277,98.39682378,98.05311411,98.37843567,98.13976757,98.3385282,98.3108762,98.33332291,98.40041047,98.33976892,97.22839982,95.83978759,95.31106058,96.1115602,,,,,,
Algeria,Fuel imports (% of merchandise imports),1.157297757,0.795911091,0.914901543,0.979486021,1.115228482,1.095295086,1.35782465,1.0519894,2.115304093,2.277052924,9.660626113,7.809662333,4.850027485,4.5153877,3.316486683,4.208204845,,,,,,
Algeria,Food exports (% of merchandise exports),0.231638366,0.209587695,0.193619707,0.153082861,0.160467556,0.163014154,0.160304782,0.257257543,0.560649358,0.488433082,0.445064971,0.614279704,0.539747162,0.681904273,1.102852967,1.001178365,,,,,,
Algeria,Food imports (% of merchandise imports),25.08334733,22.42145202,21.91339948,19.32753541,19.20572448,19.83432882,21.42501112,16.33883689,16.3010015,22.79210751,19.84929224,19.06224232,20.10336849,19.31501455,19.02816612,20.23004146,,,,,,
Algeria,Manufactures exports (% of merchandise exports),2.473116916,1.341945579,1.223391908,0.954575075,1.051026598,0.941062015,1.040646364,0.867917629,0.80711881,0.896556731,0.898546405,0.866851296,2.033760412,3.141128074,3.29924527,2.67130147,,,,,,
Algeria,Manufactures imports (% of merchandise imports),70.33747892,73.19073634,73.94035646,76.46579706,75.80905999,74.87990599,73.98835605,79.75220661,78.43085737,71.73930685,67.40488615,70.13067868,72.04291232,73.1769028,74.62027119,72.96536605,,,,,,
Algeria,Ores and metals exports (% of merchandise exports),0.42703995,0.382587438,0.414819809,0.491152211,0.721648354,0.508916487,0.632777159,0.470471727,0.291216876,0.255945929,0.246080032,0.167011836,0.179690702,0.309061622,0.251775038,0.16540142,,,,,,
